cnpj,empresa,setor,cidade,regiao,capital_social,investimento_inicial,anos_atividade,data_abertura,lat,lon
89.262.729/0001-86,Empresa 3530 LTDA,Vestuário,Abaetetuba,Nordeste,92572.87,39061.2,14,2012-04-06,-0.9256757874252166,-50.820480758246745
96.899.180/0001-98,Empresa 1801 LTDA,Logística,Barcarena,Nordeste,3095962.77,1000799.31,16,2010-04-06,-6.176780048111201,-53.59234170481614
12.314.724/0001-75,Empresa 9132 LTDA,Vestuário,Itaituba,Oeste,72921.31,44860.7,7,2019-04-06,-4.773820479363835,-52.55351247756562
46.307.534/0001-11,Empresa 4260 LTDA,Logística,Parauapebas,Sudeste,1439723.49,472815.17,13,2013-04-06,-1.863798282690949,-54.69076547632315
65.644.324/0001-85,Empresa 2254 LTDA,Logística,Salvaterra,Marajó,2220463.49,1390856.56,4,2022-04-06,-2.9742744485951347,-47.49481041616722
17.462.858/0001-69,Empresa 9717 LTDA,Tecnologia,Parauapebas,Sudeste,871709.96,355994.79,8,2018-04-06,-8.58910692192835,-54.72848973316493
82.603.605/0001-80,Empresa 8892 LTDA,Serviços (MEI),Redenção,Sudeste,36593.29,10316.78,19,2007-04-06,-3.4241057061408195,-50.12069512470246
67.150.700/0001-33,Empresa 7475 LTDA,Logística,Barcarena,Nordeste,3394442.33,989429.07,19,2007-04-06,-3.643614436305853,-52.3183175316645
73.309.164/0001-19,Empresa 5769 LTDA,Alimentação,Abaetetuba,Nordeste,54805.31,35298.12,6,2020-04-06,-8.263676721670175,-52.12693170209067
62.315.749/0001-94,Empresa 2903 LTDA,Serviços (MEI),Abaetetuba,Nordeste,22548.99,11363.88,7,2019-04-06,-4.232781936364215,-46.35258434066864
22.403.826/0001-74,Empresa 3846 LTDA,Alimentação,Parauapebas,Sudeste,89243.25,44615.93,18,2008-04-06,-2.1007979342236336,-51.589595647175955
29.440.399/0001-33,Empresa 5125 LTDA,Vestuário,Capanema,Nordeste,23208.35,7710.75,18,2008-04-06,-0.5226268019557061,-52.88233683085035
78.923.410/0001-61,Empresa 1948 LTDA,Alimentação,Santa Izabel do Pará,Metropolitana,49084.3,19314.88,19,2007-04-06,-1.4035102121570142,-48.37949650686362
47.646.846/0001-80,Empresa 2904 LTDA,Alimentação,Soure,Marajó,60725.08,35003.02,12,2014-04-06,-4.686662784734439,-53.608358929029805
12.587.732/0001-37,Empresa 2346 LTDA,Logística,Breves,Marajó,2628373.29,1463555.87,6,2020-04-06,-4.934754256215805,-48.12342523706372
81.338.120/0001-50,Empresa 8005 LTDA,Alimentação,Belém,Metropolitana,33775.66,16773.47,18,2008-04-06,-1.347913103307941,-48.533041373346954
38.686.388/0001-96,Empresa 8738 LTDA,Alimentação,Barcarena,Nordeste,28328.79,18165.15,3,2023-04-06,-1.2721295351130308,-55.305346772402814
56.131.944/0001-79,Empresa 3186 LTDA,Tecnologia,Soure,Marajó,27039.83,23490.13,2,2024-04-06,-8.578790050729143,-48.462096705117915
67.997.884/0001-84,Empresa 8867 LTDA,Logística,Abaetetuba,Nordeste,1642374.41,943158.09,4,2022-04-06,-3.7208914476366406,-49.46960974228541
53.628.778/0001-73,Empresa 6362 LTDA,Tecnologia,Abaetetuba,Nordeste,509367.44,312631.19,6,2020-04-06,-4.314841498111292,-54.58791273696327
82.186.545/0001-68,Empresa 9688 LTDA,Tecnologia,Soure,Marajó,49932.8,24258.82,7,2019-04-06,-1.9646114799812606,-51.85137987879359
43.681.772/0001-18,Empresa 6544 LTDA,Alimentação,Itaituba,Oeste,126274.43,38162.0,15,2011-04-06,-4.814052917595404,-51.343153440074516
75.433.843/0001-39,Empresa 7515 LTDA,Vestuário,Marituba,Metropolitana,52092.24,23045.06,10,2016-04-06,-1.317821942295488,-48.50442294305281
17.154.682/0001-17,Empresa 5713 LTDA,Vestuário,Santarém,Oeste,138578.6,52904.78,10,2016-04-06,-1.955533108680224,-47.72768396979046
66.775.509/0001-51,Empresa 6339 LTDA,Serviços (MEI),Marabá,Sudeste,22177.77,12113.73,7,2019-04-06,-2.799276237543258,-48.7631929019234
49.495.983/0001-46,Empresa 2524 LTDA,Logística,Santa Izabel do Pará,Metropolitana,4472597.68,1261933.51,17,2009-04-06,-1.3959026135894528,-48.46781591411137
90.616.222/0001-66,Empresa 6607 LTDA,Logística,Soure,Marajó,3933225.24,1340135.49,15,2011-04-06,-1.8550752840392661,-51.708773487032616
91.423.400/0001-37,Empresa 7425 LTDA,Tecnologia,Ananindeua,Metropolitana,350920.25,304982.76,1,2025-04-06,-1.4991650127246336,-48.4010634108609
80.685.766/0001-69,Empresa 3828 LTDA,Tecnologia,Soure,Marajó,182508.79,47831.54,16,2010-04-06,-4.453917007551971,-46.04752871361569
28.142.398/0001-33,Empresa 8153 LTDA,Tecnologia,Breves,Marajó,716132.96,309524.98,14,2012-04-06,-3.916734058269615,-54.8380375788754
85.843.235/0001-63,Empresa 2044 LTDA,Serviços (MEI),Parauapebas,Sudeste,3656.5,1859.19,7,2019-04-06,-3.930379965817023,-49.814916559381444
66.487.629/0001-13,Empresa 8189 LTDA,Tecnologia,Barcarena,Nordeste,417518.19,238135.93,4,2022-04-06,-4.537434229072154,-51.2436206549268
39.758.296/0001-88,Empresa 7968 LTDA,Alimentação,Capanema,Nordeste,96817.85,48450.36,5,2021-04-06,-5.280355220878711,-51.88525380546162
69.482.880/0001-34,Empresa 9019 LTDA,Serviços (MEI),Altamira,Oeste,9181.76,4075.97,17,2009-04-06,-4.676084899573943,-52.33733381954984
65.312.662/0001-65,Empresa 9179 LTDA,Serviços (MEI),Belém,Metropolitana,6316.92,4562.52,2,2024-04-06,-1.349979337575897,-48.40642510151134
93.326.683/0001-53,Empresa 3403 LTDA,Logística,Parauapebas,Sudeste,5659523.71,1319746.84,17,2009-04-06,-7.422518454165615,-52.348362282706475
33.112.586/0001-65,Empresa 6871 LTDA,Logística,Capanema,Nordeste,3894784.37,1759807.12,10,2016-04-06,-0.9028644835810358,-54.97021394741011
63.826.272/0001-22,Empresa 1337 LTDA,Serviços (MEI),Abaetetuba,Nordeste,51233.54,11110.23,19,2007-04-06,-2.234771586524505,-50.714210544576076
76.364.803/0001-75,Empresa 9865 LTDA,Logística,Benevides,Metropolitana,3086084.95,1590016.0,12,2014-04-06,-1.3379146440888374,-48.391217882395985
57.108.141/0001-52,Empresa 9053 LTDA,Vestuário,Ananindeua,Metropolitana,52255.43,45559.97,1,2025-04-06,-1.4751944391710472,-48.36905854269569
66.925.751/0001-52,Empresa 3344 LTDA,Logística,Capanema,Nordeste,2232137.23,1398979.13,5,2021-04-06,-7.094581966660309,-52.25777779269428
22.478.838/0001-21,Empresa 3303 LTDA,Serviços (MEI),Barcarena,Nordeste,24457.88,13411.06,13,2013-04-06,-2.9468068663521887,-49.160408573810784
89.650.961/0001-39,Empresa 5650 LTDA,Logística,Santarém,Oeste,5849588.89,1420907.82,17,2009-04-06,-0.10583524259694066,-53.69637842169351
85.198.311/0001-71,Empresa 1073 LTDA,Logística,Soure,Marajó,2633902.0,623596.69,19,2007-04-06,-7.357954580813888,-51.15100613818692
49.284.466/0001-17,Empresa 3584 LTDA,Alimentação,Parauapebas,Sudeste,83845.24,25395.64,13,2013-04-06,-4.046420571815797,-53.37274275910471
54.789.481/0001-85,Empresa 4246 LTDA,Serviços (MEI),Abaetetuba,Nordeste,11395.17,8118.16,3,2023-04-06,-6.02141040456895,-52.217940207544
71.462.779/0001-60,Empresa 6691 LTDA,Vestuário,Belém,Metropolitana,179582.63,74236.53,13,2013-04-06,-1.4660579139840813,-48.36570722198105
97.726.654/0001-55,Empresa 9274 LTDA,Alimentação,Marabá,Sudeste,111295.55,25105.92,18,2008-04-06,-0.5024291444474063,-47.54186703934415
77.390.647/0001-37,Empresa 7606 LTDA,Serviços (MEI),Santa Izabel do Pará,Metropolitana,7498.7,4738.29,5,2021-04-06,-1.4895170378218878,-48.41279320553609
41.685.447/0001-37,Empresa 4118 LTDA,Alimentação,Canaã dos Carajás,Sudeste,91599.4,48964.01,11,2015-04-06,-4.663793546033751,-49.23328598862272
43.715.670/0001-38,Empresa 7768 LTDA,Vestuário,Redenção,Sudeste,44381.37,23892.32,7,2019-04-06,-4.372534328934741,-46.16587465343875
85.889.697/0001-70,Empresa 8886 LTDA,Logística,Marabá,Sudeste,3923039.13,1766977.21,10,2016-04-06,-6.57366224004315,-51.95655699197187
30.926.447/0001-72,Empresa 9807 LTDA,Alimentação,Parauapebas,Sudeste,31650.76,12833.88,9,2017-04-06,-6.02727277274541,-53.002505234034885
14.746.499/0001-93,Empresa 7521 LTDA,Vestuário,Benevides,Metropolitana,137937.94,43533.38,15,2011-04-06,-1.3304044464103424,-48.44632347967282
83.748.959/0001-10,Empresa 9212 LTDA,Alimentação,Canaã dos Carajás,Sudeste,100637.5,46224.28,10,2016-04-06,-2.4629769291146832,-46.109445945844605
57.914.708/0001-86,Empresa 9291 LTDA,Logística,Redenção,Sudeste,6088085.85,1874753.82,18,2008-04-06,-0.21611225951139978,-53.538982974769155
81.882.809/0001-43,Empresa 8391 LTDA,Vestuário,Salvaterra,Marajó,52091.46,21931.44,9,2017-04-06,-0.6197888808249665,-52.028933649932206
95.777.310/0001-37,Empresa 1483 LTDA,Vestuário,Parauapebas,Sudeste,171219.87,50429.65,17,2009-04-06,-3.8981156621030015,-54.459879011560844
96.610.462/0001-79,Empresa 2143 LTDA,Vestuário,Altamira,Oeste,5760.4,4215.62,2,2024-04-06,-4.571931702947079,-46.7576356322122
27.982.603/0001-54,Empresa 3120 LTDA,Logística,Altamira,Oeste,2188752.33,955402.66,17,2009-04-06,-5.887120140531804,-52.41880418236429
58.661.958/0001-97,Empresa 1933 LTDA,Logística,Redenção,Sudeste,7272940.35,1622152.27,19,2007-04-06,-6.91310801553251,-54.5074389795776
64.408.655/0001-93,Empresa 8416 LTDA,Tecnologia,Breves,Marajó,996399.69,403869.29,15,2011-04-06,-2.6970650955488757,-54.8030852291378
30.242.147/0001-64,Empresa 9486 LTDA,Serviços (MEI),Capanema,Nordeste,8538.96,3218.55,9,2017-04-06,-7.863238071692509,-54.926897202113274
67.163.113/0001-31,Empresa 1985 LTDA,Logística,Santarém,Oeste,2952825.46,1307438.49,12,2014-04-06,-1.6516546287111602,-47.02672807176944
56.955.528/0001-34,Empresa 3051 LTDA,Tecnologia,Canaã dos Carajás,Sudeste,428478.59,141240.8,17,2009-04-06,-1.9759787954147887,-50.43480571287257
48.804.909/0001-91,Empresa 5785 LTDA,Serviços (MEI),Barcarena,Nordeste,7501.81,4063.31,6,2020-04-06,-5.325078918654269,-50.14968664265878
41.200.599/0001-65,Empresa 8390 LTDA,Serviços (MEI),Santarém,Oeste,33764.29,19168.59,4,2022-04-06,-8.778319262485583,-52.46923994251351
53.414.385/0001-39,Empresa 3177 LTDA,Vestuário,Abaetetuba,Nordeste,84276.5,48724.43,8,2018-04-06,-2.08936040348938,-54.11311899979264
47.865.223/0001-29,Empresa 1706 LTDA,Serviços (MEI),Parauapebas,Sudeste,5438.94,4568.62,2,2024-04-06,-1.9640178106875599,-49.17548226292308
27.468.677/0001-58,Empresa 3116 LTDA,Tecnologia,Capanema,Nordeste,974186.88,339143.71,13,2013-04-06,-0.08784632268112524,-50.24148767772388
52.936.106/0001-86,Empresa 3659 LTDA,Alimentação,Redenção,Sudeste,75237.68,42189.3,6,2020-04-06,-7.466102194359825,-51.719238509030454
56.306.539/0001-45,Empresa 9227 LTDA,Alimentação,Salvaterra,Marajó,63443.26,39470.92,5,2021-04-06,-8.466032463268903,-48.403930036535705
74.911.721/0001-95,Empresa 3861 LTDA,Vestuário,Altamira,Oeste,17164.36,8848.75,8,2018-04-06,-8.495445875902274,-47.49123494931433
34.811.412/0001-56,Empresa 5408 LTDA,Logística,Marituba,Metropolitana,1963949.91,1111208.17,8,2018-04-06,-1.4294700924927115,-48.481612536469925
17.762.372/0001-91,Empresa 9827 LTDA,Vestuário,Belém,Metropolitana,123893.53,38457.66,12,2014-04-06,-1.447855483165778,-48.413914506551905
85.199.497/0001-53,Empresa 9278 LTDA,Vestuário,Salvaterra,Marajó,58856.0,38396.25,4,2022-04-06,-2.4564239423683025,-51.81405644575406
42.191.354/0001-47,Empresa 2580 LTDA,Vestuário,Breves,Marajó,110226.97,50163.22,11,2015-04-06,-2.891786752410777,-52.711613211523044
15.989.946/0001-66,Empresa 9774 LTDA,Vestuário,Breves,Marajó,125251.25,36636.13,16,2010-04-06,-0.09403330005130428,-50.9055450289397
28.106.453/0001-60,Empresa 7933 LTDA,Tecnologia,Marituba,Metropolitana,521379.28,269133.52,17,2009-04-06,-1.4699052195887878,-48.4234311312562
14.951.873/0001-35,Empresa 1038 LTDA,Logística,Canaã dos Carajás,Sudeste,2747200.6,698539.35,18,2008-04-06,-7.219560364283896,-51.63689119454643
22.388.475/0001-15,Empresa 1584 LTDA,Serviços (MEI),Redenção,Sudeste,16297.92,9982.3,6,2020-04-06,-6.542118553981666,-46.49782031928913
13.382.202/0001-14,Empresa 3289 LTDA,Serviços (MEI),Santa Izabel do Pará,Metropolitana,8787.03,4373.08,18,2008-04-06,-1.3524211403390822,-48.35269129890977
48.518.987/0001-10,Empresa 6051 LTDA,Serviços (MEI),Parauapebas,Sudeste,19451.58,8789.67,16,2010-04-06,-6.283410956455899,-50.29800386144801
21.174.365/0001-72,Empresa 1212 LTDA,Logística,Itaituba,Oeste,2317192.81,1778532.84,5,2021-04-06,-6.529738765219814,-49.1731386280736
92.626.748/0001-22,Empresa 3661 LTDA,Serviços (MEI),Canaã dos Carajás,Sudeste,48059.97,14355.14,13,2013-04-06,-6.383651665185139,-53.712990685922925
66.514.698/0001-40,Empresa 5872 LTDA,Tecnologia,Barcarena,Nordeste,668189.22,304712.59,8,2018-04-06,-2.48252478795924,-52.80663464631264
53.996.246/0001-35,Empresa 3228 LTDA,Serviços (MEI),Santarém,Oeste,45903.66,15833.35,18,2008-04-06,-2.8426868089683452,-47.05007751512224
39.153.781/0001-85,Empresa 6626 LTDA,Serviços (MEI),Redenção,Sudeste,19803.64,12766.61,3,2023-04-06,-5.631099864950416,-53.70472620535825
32.714.955/0001-43,Empresa 5683 LTDA,Alimentação,Itaituba,Oeste,7923.56,3702.31,10,2016-04-06,-6.711373527816729,-54.66758964913835
60.851.362/0001-38,Empresa 4928 LTDA,Vestuário,Canaã dos Carajás,Sudeste,36440.39,19738.73,7,2019-04-06,-4.9260623769813705,-53.71838270764026
98.690.566/0001-48,Empresa 2244 LTDA,Alimentação,Benevides,Metropolitana,109102.28,33712.76,15,2011-04-06,-1.4427443329479912,-48.37652361555896
28.236.181/0001-16,Empresa 7503 LTDA,Logística,Marituba,Metropolitana,1313646.06,601270.07,15,2011-04-06,-1.3423748388198118,-48.4470815890369
29.595.909/0001-31,Empresa 1277 LTDA,Tecnologia,Santa Izabel do Pará,Metropolitana,613672.7,221123.72,14,2012-04-06,-1.393262806944894,-48.53376885202898
22.187.530/0001-56,Empresa 4400 LTDA,Alimentação,Salvaterra,Marajó,42479.26,33616.17,3,2023-04-06,-3.3661335969921655,-55.91876210300644
14.663.430/0001-19,Empresa 6317 LTDA,Logística,Santarém,Oeste,3931554.46,1674786.15,10,2016-04-06,-0.9763032098424738,-46.60954088450008
52.246.655/0001-55,Empresa 6863 LTDA,Logística,Itaituba,Oeste,2747351.8,1074714.82,15,2011-04-06,-6.455171628891237,-52.50203497022212
75.221.381/0001-56,Empresa 4833 LTDA,Alimentação,Redenção,Sudeste,19620.58,7832.84,14,2012-04-06,-0.42718963844697555,-48.439682223807914
41.735.491/0001-20,Empresa 5062 LTDA,Serviços (MEI),Soure,Marajó,3697.64,2278.62,11,2015-04-06,-4.266238618348806,-51.990718439634676
22.966.422/0001-42,Empresa 6873 LTDA,Logística,Marabá,Sudeste,435187.07,318891.01,3,2023-04-06,-1.3488748178135639,-53.1915096582632
25.108.919/0001-19,Empresa 7972 LTDA,Serviços (MEI),Canaã dos Carajás,Sudeste,3943.81,2201.59,12,2014-04-06,-1.7134658992744844,-53.02300359777397
62.816.210/0001-13,Empresa 4312 LTDA,Alimentação,Marituba,Metropolitana,26977.44,13545.71,6,2020-04-06,-1.4066628546399758,-48.45418611868856
52.197.949/0001-33,Empresa 1802 LTDA,Tecnologia,Capanema,Nordeste,456736.4,354332.61,2,2024-04-06,-1.7525698793963969,-47.16337369172043
68.259.996/0001-17,Empresa 1137 LTDA,Tecnologia,Santarém,Oeste,1116886.51,374679.91,17,2009-04-06,-5.117202888434219,-49.02836356345004
65.777.676/0001-29,Empresa 1912 LTDA,Vestuário,Salvaterra,Marajó,114445.01,66831.25,4,2022-04-06,-5.020909846607295,-54.57761790407441
33.425.378/0001-59,Empresa 3300 LTDA,Alimentação,Parauapebas,Sudeste,55801.92,26079.17,7,2019-04-06,-7.405751824978832,-46.388414438336966
24.287.164/0001-17,Empresa 1053 LTDA,Tecnologia,Parauapebas,Sudeste,1171556.89,498367.7,10,2016-04-06,-6.901255507801946,-52.898251052588876
34.819.338/0001-33,Empresa 4148 LTDA,Alimentação,Ananindeua,Metropolitana,53005.59,25787.18,11,2015-04-06,-1.3292954022241503,-48.43537266488672
72.858.102/0001-57,Empresa 6243 LTDA,Tecnologia,Redenção,Sudeste,526150.58,410160.76,2,2024-04-06,-3.371708242106261,-55.148999915425826
84.754.287/0001-65,Empresa 3058 LTDA,Alimentação,Soure,Marajó,56238.64,16656.4,12,2014-04-06,-2.6796469081133623,-51.3261791528716
79.496.558/0001-26,Empresa 3816 LTDA,Vestuário,Barcarena,Nordeste,66201.64,24901.2,13,2013-04-06,-8.77092982912555,-53.33171935772137
87.725.523/0001-58,Empresa 3293 LTDA,Alimentação,Barcarena,Nordeste,57699.33,42231.6,6,2020-04-06,-4.507931082993256,-48.6066978398856
70.964.452/0001-61,Empresa 5157 LTDA,Logística,Ananindeua,Metropolitana,357898.92,166847.0,13,2013-04-06,-1.497589278846648,-48.54253116490845
56.911.549/0001-63,Empresa 3489 LTDA,Serviços (MEI),Salvaterra,Marajó,44203.41,13193.63,16,2010-04-06,-4.4066978272758295,-54.636179369297146
56.198.691/0001-69,Empresa 4713 LTDA,Alimentação,Redenção,Sudeste,104393.62,44533.35,7,2019-04-06,-4.683893126011611,-49.98418148529915
66.831.566/0001-49,Empresa 3870 LTDA,Vestuário,Santarém,Oeste,83076.2,57796.08,6,2020-04-06,-3.9368933305429366,-46.44273293141933
81.549.604/0001-59,Empresa 1320 LTDA,Vestuário,Soure,Marajó,100380.31,75913.15,4,2022-04-06,-7.273025169455657,-51.778917579127224
18.940.619/0001-87,Empresa 4933 LTDA,Tecnologia,Barcarena,Nordeste,775333.97,328472.2,13,2013-04-06,-4.389184935245105,-50.9046051517505
88.891.333/0001-97,Empresa 8418 LTDA,Logística,Marabá,Sudeste,1480599.79,1259806.47,2,2024-04-06,-7.031230706867536,-47.99276569153365
61.437.352/0001-46,Empresa 2961 LTDA,Logística,Parauapebas,Sudeste,746618.34,262984.0,12,2014-04-06,-4.439789113850495,-47.723306246428756
10.551.411/0001-13,Empresa 6150 LTDA,Alimentação,Capanema,Nordeste,108601.96,39254.18,9,2017-04-06,-1.5763268410975062,-47.15976599929081
84.496.712/0001-77,Empresa 1073 LTDA,Alimentação,Marabá,Sudeste,73870.71,35509.96,11,2015-04-06,-4.934695963358257,-55.04436350373642
74.764.225/0001-13,Empresa 1078 LTDA,Logística,Salvaterra,Marajó,1231360.01,854493.37,3,2023-04-06,-2.723873404231691,-48.27388601031542
23.293.447/0001-95,Empresa 7359 LTDA,Logística,Marituba,Metropolitana,2732770.02,764197.35,17,2009-04-06,-1.3721668996534904,-48.41872469111491
69.389.823/0001-33,Empresa 9525 LTDA,Alimentação,Soure,Marajó,34165.81,8846.07,16,2010-04-06,-4.545352381424859,-50.805411160198936
65.685.119/0001-34,Empresa 3599 LTDA,Logística,Santarém,Oeste,2661010.3,1618577.58,6,2020-04-06,-2.180629872912898,-51.80910258966137
83.877.280/0001-79,Empresa 6436 LTDA,Alimentação,Redenção,Sudeste,70140.29,21449.92,15,2011-04-06,-1.6468655615600891,-47.73420650068942
84.839.951/0001-72,Empresa 4558 LTDA,Logística,Belém,Metropolitana,1363379.7,803788.12,6,2020-04-06,-1.325888505194717,-48.53659042494819
90.415.951/0001-90,Empresa 1604 LTDA,Vestuário,Soure,Marajó,49061.8,18623.52,12,2014-04-06,-5.5805651588702805,-53.434020549736196
11.489.499/0001-36,Empresa 3909 LTDA,Tecnologia,Canaã dos Carajás,Sudeste,183507.97,152401.06,2,2024-04-06,-2.7655527676897265,-53.25490013700244
54.569.259/0001-54,Empresa 5774 LTDA,Logística,Itaituba,Oeste,2784830.4,1457849.77,7,2019-04-06,-4.421398191237857,-54.45436525632797
81.622.125/0001-25,Empresa 1397 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,124300.58,72319.74,13,2013-04-06,-1.3730975938790004,-48.529350392606275
75.310.857/0001-83,Empresa 8778 LTDA,Tecnologia,Itaituba,Oeste,461907.48,207039.54,9,2017-04-06,-4.629225013476171,-51.03952250474419
63.318.766/0001-14,Empresa 1483 LTDA,Logística,Salvaterra,Marajó,5520856.05,1767533.84,11,2015-04-06,-2.826821391315378,-55.1802332495654
74.962.432/0001-80,Empresa 2087 LTDA,Vestuário,Canaã dos Carajás,Sudeste,106618.99,56599.51,7,2019-04-06,-1.3293472301007911,-51.298199522104134
41.250.132/0001-27,Empresa 4294 LTDA,Serviços (MEI),Castanhal,Nordeste,37888.47,19844.04,6,2020-04-06,-1.1240399065802746,-49.645786784213854
82.247.484/0001-36,Empresa 8495 LTDA,Alimentação,Benevides,Metropolitana,149839.39,38601.45,19,2007-04-06,-1.469886859170476,-48.37250157890494
84.656.760/0001-85,Empresa 2325 LTDA,Tecnologia,Redenção,Sudeste,180191.36,48555.61,16,2010-04-06,-1.3897572795369975,-54.043036327276205
34.259.497/0001-15,Empresa 7089 LTDA,Logística,Canaã dos Carajás,Sudeste,1500599.07,1089426.15,5,2021-04-06,-4.185763577525823,-52.49878055016557
95.933.888/0001-11,Empresa 5628 LTDA,Vestuário,Castanhal,Nordeste,98132.01,36796.65,12,2014-04-06,-2.4676974099540523,-49.311539965340074
53.163.282/0001-36,Empresa 8943 LTDA,Tecnologia,Santarém,Oeste,994334.79,430347.67,15,2011-04-06,-5.878103581170976,-55.991470844070506
51.749.960/0001-41,Empresa 1862 LTDA,Vestuário,Belém,Metropolitana,20570.18,13825.03,4,2022-04-06,-1.356181940745908,-48.45173937644234
59.828.685/0001-43,Empresa 2894 LTDA,Logística,Breves,Marajó,155296.34,118563.17,5,2021-04-06,-7.825668617301558,-55.88850236517737
74.150.896/0001-92,Empresa 7979 LTDA,Logística,Salvaterra,Marajó,633341.39,305791.82,12,2014-04-06,-4.307086063008761,-52.13832107511977
56.484.355/0001-44,Empresa 7294 LTDA,Tecnologia,Santarém,Oeste,35541.74,26385.92,2,2024-04-06,-8.249850896899767,-55.93772442399517
22.265.827/0001-67,Empresa 6426 LTDA,Tecnologia,Marabá,Sudeste,538376.25,203635.89,10,2016-04-06,-1.6041309624689504,-49.40531595837342
71.483.202/0001-96,Empresa 5941 LTDA,Logística,Altamira,Oeste,834237.81,573144.14,3,2023-04-06,-8.15258952494195,-47.408705446096754
25.602.766/0001-34,Empresa 9332 LTDA,Logística,Soure,Marajó,1884307.41,1249113.32,8,2018-04-06,-8.835122310931935,-52.047909938429164
79.774.923/0001-79,Empresa 2430 LTDA,Logística,Soure,Marajó,3201807.16,1690029.05,11,2015-04-06,-3.1587794579496817,-50.42911345113234
